,policy,category,fips,state,statename,year,month,day,adopted,ended
3000,Reopened movie theaters (x2),closure,47,TN,Tennessee,,,,0.0,False
3001,Reopened movie theaters (x2),closure,48,TX,Texas,,,,0.0,False
3002,Reopened movie theaters (x2),closure,49,UT,Utah,,,,0.0,False
3003,Reopened movie theaters (x2),closure,50,VT,Vermont,,,,0.0,False
3004,Reopened movie theaters (x2),closure,51,VA,Virginia,,,,0.0,False
3005,Reopened movie theaters (x2),closure,53,WA,Washington,,,,0.0,False
3006,Reopened movie theaters (x2),closure,54,WV,West Virginia,,,,0.0,False
3007,Reopened movie theaters (x2),closure,55,WI,Wisconsin,,,,0.0,False
3008,Reopened movie theaters (x2),closure,56,WY,Wyoming,,,,0.0,False
2346,Reopened other non-essential retail,reopening,1,AL,Alabama,2020,04,30,0.0,False
2347,Reopened other non-essential retail,reopening,2,AK,Alaska,2020,04,24,0.0,False
2348,Reopened other non-essential retail,reopening,4,AZ,Arizona,2020,05,08,0.0,False
2349,Reopened other non-essential retail,reopening,5,AR,Arkansas,2020,05,18,0.0,False
2350,Reopened other non-essential retail,reopening,6,CA,California,2020,05,08,0.0,False
2351,Reopened other non-essential retail,reopening,8,CO,Colorado,2020,05,01,0.0,False
2352,Reopened other non-essential retail,reopening,9,CT,Connecticut,2020,05,20,0.0,False
2353,Reopened other non-essential retail,reopening,10,DE,Delaware,2020,05,20,0.0,False
2354,Reopened other non-essential retail,reopening,11,DC,District of Columbia,2020,06,22,0.0,False
2355,Reopened other non-essential retail,reopening,12,FL,Florida,2020,05,18,0.0,False
2356,Reopened other non-essential retail,reopening,13,GA,Georgia,2020,04,23,0.0,False
2357,Reopened other non-essential retail,reopening,15,HI,Hawaii,2020,05,07,0.0,False
2358,Reopened other non-essential retail,reopening,16,ID,Idaho,2020,05,01,0.0,False
2359,Reopened other non-essential retail,reopening,17,IL,Illinois,2020,05,29,0.0,False
2360,Reopened other non-essential retail,reopening,18,IN,Indiana,2020,05,18,0.0,False
2361,Reopened other non-essential retail,reopening,19,IA,Iowa,2020,05,15,0.0,False
2362,Reopened other non-essential retail,reopening,20,KS,Kansas,2020,05,04,0.0,False
2363,Reopened other non-essential retail,reopening,21,KY,Kentucky,2020,05,20,0.0,False
2364,Reopened other non-essential retail,reopening,22,LA,Louisiana,2020,05,15,0.0,False
2365,Reopened other non-essential retail,reopening,23,ME,Maine,2020,06,01,0.0,False
2366,Reopened other non-essential retail,reopening,24,MD,Maryland,2020,05,15,0.0,False
2367,Reopened other non-essential retail,reopening,25,MA,Massachusetts,2020,06,08,0.0,False
2368,Reopened other non-essential retail,reopening,26,MI,Michigan,2020,06,04,0.0,False
2369,Reopened other non-essential retail,reopening,27,MN,Minnesota,2020,05,18,0.0,False
2370,Reopened other non-essential retail,reopening,28,MS,Mississippi,2020,04,27,0.0,False
2371,Reopened other non-essential retail,reopening,29,MO,Missouri,2020,05,04,0.0,False
2372,Reopened other non-essential retail,reopening,30,MT,Montana,2020,04,27,0.0,False
2373,Reopened other non-essential retail,reopening,31,NE,Nebraska,2020,06,22,0.0,False
2374,Reopened other non-essential retail,reopening,32,NV,Nevada,2020,05,09,0.0,False
2375,Reopened other non-essential retail,reopening,33,NH,New Hampshire,2020,05,11,0.0,False
2376,Reopened other non-essential retail,reopening,34,NJ,New Jersey,2020,06,15,0.0,False
2377,Reopened other non-essential retail,reopening,35,NM,New Mexico,2020,05,16,0.0,False
2378,Reopened other non-essential retail,reopening,36,NY,New York,2020,06,08,0.0,False
2379,Reopened other non-essential retail,reopening,37,NC,North Carolina,2020,05,08,0.0,False
2380,Reopened other non-essential retail,reopening,38,ND,North Dakota,2020,05,01,0.0,False
2381,Reopened other non-essential retail,reopening,39,OH,Ohio,2020,05,12,0.0,False
2382,Reopened other non-essential retail,reopening,40,OK,Oklahoma,2020,04,24,0.0,False
2383,Reopened other non-essential retail,reopening,41,OR,Oregon,2020,05,15,0.0,False
2384,Reopened other non-essential retail,reopening,42,PA,Pennsylvania,2020,06,05,0.0,False
2385,Reopened other non-essential retail,reopening,44,RI,Rhode Island,2020,05,09,0.0,False
2386,Reopened other non-essential retail,reopening,45,SC,South Carolina,2020,04,20,0.0,False
2387,Reopened other non-essential retail,reopening,46,SD,South Dakota,,,,0.0,False
2388,Reopened other non-essential retail,reopening,47,TN,Tennessee,2020,04,27,0.0,False
2389,Reopened other non-essential retail,reopening,48,TX,Texas,2020,05,01,0.0,False
2390,Reopened other non-essential retail,reopening,49,UT,Utah,2020,05,01,0.0,False
2391,Reopened other non-essential retail,reopening,50,VT,Vermont,2020,04,27,0.0,False
2392,Reopened other non-essential retail,reopening,51,VA,Virginia,2020,05,29,0.0,False
2393,Reopened other non-essential retail,reopening,53,WA,Washington,2020,07,03,0.0,False
2394,Reopened other non-essential retail,reopening,54,WV,West Virginia,2020,05,21,0.0,False
2395,Reopened other non-essential retail,reopening,55,WI,Wisconsin,2020,05,11,0.0,False
2396,Reopened other non-essential retail,reopening,56,WY,Wyoming,2020,05,15,0.0,False
2295,Reopened religious gatherings,reopening,1,AL,Alabama,2020,05,11,0.0,False
2296,Reopened religious gatherings,reopening,2,AK,Alaska,2020,05,08,0.0,False
2297,Reopened religious gatherings,reopening,4,AZ,Arizona,,,,0.0,False
2298,Reopened religious gatherings,reopening,5,AR,Arkansas,,,,0.0,False
2299,Reopened religious gatherings,reopening,6,CA,California,2020,05,25,0.0,False
2300,Reopened religious gatherings,reopening,8,CO,Colorado,2020,06,04,0.0,False
2301,Reopened religious gatherings,reopening,9,CT,Connecticut,2020,05,29,0.0,False
2302,Reopened religious gatherings,reopening,10,DE,Delaware,2020,05,20,0.0,False
2303,Reopened religious gatherings,reopening,11,DC,District of Columbia,2020,06,22,0.0,False
2304,Reopened religious gatherings,reopening,12,FL,Florida,,,,0.0,False
2305,Reopened religious gatherings,reopening,13,GA,Georgia,,,,0.0,False
2306,Reopened religious gatherings,reopening,15,HI,Hawaii,2020,05,18,0.0,False
2307,Reopened religious gatherings,reopening,16,ID,Idaho,2020,05,01,0.0,False
2308,Reopened religious gatherings,reopening,17,IL,Illinois,2020,05,01,0.0,False
2309,Reopened religious gatherings,reopening,18,IN,Indiana,2020,05,08,0.0,False
2310,Reopened religious gatherings,reopening,19,IA,Iowa,2020,05,01,0.0,False
2311,Reopened religious gatherings,reopening,20,KS,Kansas,2020,05,04,0.0,False
2312,Reopened religious gatherings,reopening,21,KY,Kentucky,2020,05,09,0.0,False
2313,Reopened religious gatherings,reopening,22,LA,Louisiana,2020,05,15,0.0,False
2314,Reopened religious gatherings,reopening,23,ME,Maine,2020,05,29,0.0,False
2315,Reopened religious gatherings,reopening,24,MD,Maryland,2020,05,15,0.0,False
2316,Reopened religious gatherings,reopening,25,MA,Massachusetts,2020,05,18,0.0,False
2317,Reopened religious gatherings,reopening,26,MI,Michigan,,,,0.0,False
2318,Reopened religious gatherings,reopening,27,MN,Minnesota,2020,05,18,0.0,False
2319,Reopened religious gatherings,reopening,28,MS,Mississippi,,,,0.0,False
2320,Reopened religious gatherings,reopening,29,MO,Missouri,2020,05,27,0.0,False
2321,Reopened religious gatherings,reopening,30,MT,Montana,2020,04,26,0.0,False
2322,Reopened religious gatherings,reopening,31,NE,Nebraska,2020,05,04,0.0,False
2323,Reopened religious gatherings,reopening,32,NV,Nevada,2020,05,29,0.0,False
2324,Reopened religious gatherings,reopening,33,NH,New Hampshire,2020,05,29,0.0,False
2325,Reopened religious gatherings,reopening,34,NJ,New Jersey,2020,06,09,0.0,False
2326,Reopened religious gatherings,reopening,35,NM,New Mexico,2020,05,16,0.0,False
2327,Reopened religious gatherings,reopening,36,NY,New York,2020,06,22,0.0,False
2328,Reopened religious gatherings,reopening,37,NC,North Carolina,2020,05,16,0.0,False
2329,Reopened religious gatherings,reopening,38,ND,North Dakota,,,,0.0,False
2330,Reopened religious gatherings,reopening,39,OH,Ohio,,,,0.0,False
2331,Reopened religious gatherings,reopening,40,OK,Oklahoma,2020,05,01,0.0,False
2332,Reopened religious gatherings,reopening,41,OR,Oregon,2020,05,15,0.0,False
2333,Reopened religious gatherings,reopening,42,PA,Pennsylvania,,,,0.0,False
2334,Reopened religious gatherings,reopening,44,RI,Rhode Island,2020,05,30,0.0,False
2335,Reopened religious gatherings,reopening,45,SC,South Carolina,,,,0.0,False
2336,Reopened religious gatherings,reopening,46,SD,South Dakota,,,,0.0,False
2337,Reopened religious gatherings,reopening,47,TN,Tennessee,,,,0.0,False
2338,Reopened religious gatherings,reopening,48,TX,Texas,,,,0.0,False
2339,Reopened religious gatherings,reopening,49,UT,Utah,2020,05,06,0.0,False
2340,Reopened religious gatherings,reopening,50,VT,Vermont,2020,05,23,0.0,False
2341,Reopened religious gatherings,reopening,51,VA,Virginia,2020,05,29,0.0,False
2342,Reopened religious gatherings,reopening,53,WA,Washington,2020,06,01,0.0,False
2343,Reopened religious gatherings,reopening,54,WV,West Virginia,,,,0.0,False
2344,Reopened religious gatherings,reopening,55,WI,Wisconsin,2020,05,13,0.0,False
2345,Reopened religious gatherings,reopening,56,WY,Wyoming,2020,05,15,0.0,False
3162,Reopened restaurants (x3),closure,1,AL,Alabama,,,,0.0,False
3163,Reopened restaurants (x3),closure,2,AK,Alaska,,,,0.0,False
3164,Reopened restaurants (x3),closure,4,AZ,Arizona,,,,0.0,False
3165,Reopened restaurants (x3),closure,5,AR,Arkansas,,,,0.0,False
3166,Reopened restaurants (x3),closure,6,CA,California,,,,0.0,False
3167,Reopened restaurants (x3),closure,8,CO,Colorado,,,,0.0,False
3168,Reopened restaurants (x3),closure,9,CT,Connecticut,,,,0.0,False
3169,Reopened restaurants (x3),closure,10,DE,Delaware,,,,0.0,False
3170,Reopened restaurants (x3),closure,11,DC,District of Columbia,,,,0.0,False
3171,Reopened restaurants (x3),closure,12,FL,Florida,,,,0.0,False
3172,Reopened restaurants (x3),closure,13,GA,Georgia,,,,0.0,False
3173,Reopened restaurants (x3),closure,15,HI,Hawaii,,,,0.0,False
3174,Reopened restaurants (x3),closure,16,ID,Idaho,,,,0.0,False
3175,Reopened restaurants (x3),closure,17,IL,Illinois,,,,0.0,False
3176,Reopened restaurants (x3),closure,18,IN,Indiana,,,,0.0,False
3177,Reopened restaurants (x3),closure,19,IA,Iowa,,,,0.0,False
3178,Reopened restaurants (x3),closure,20,KS,Kansas,,,,0.0,False
3179,Reopened restaurants (x3),closure,21,KY,Kentucky,,,,0.0,False
3180,Reopened restaurants (x3),closure,22,LA,Louisiana,,,,0.0,False
3181,Reopened restaurants (x3),closure,23,ME,Maine,,,,0.0,False
3182,Reopened restaurants (x3),closure,24,MD,Maryland,,,,0.0,False
3183,Reopened restaurants (x3),closure,25,MA,Massachusetts,,,,0.0,False
3184,Reopened restaurants (x3),closure,26,MI,Michigan,,,,0.0,False
3185,Reopened restaurants (x3),closure,27,MN,Minnesota,,,,0.0,False
3186,Reopened restaurants (x3),closure,28,MS,Mississippi,,,,0.0,False
3187,Reopened restaurants (x3),closure,29,MO,Missouri,,,,0.0,False
3188,Reopened restaurants (x3),closure,30,MT,Montana,,,,0.0,False
3189,Reopened restaurants (x3),closure,31,NE,Nebraska,,,,0.0,False
3190,Reopened restaurants (x3),closure,32,NV,Nevada,,,,0.0,False
3191,Reopened restaurants (x3),closure,33,NH,New Hampshire,,,,0.0,False
3192,Reopened restaurants (x3),closure,34,NJ,New Jersey,,,,0.0,False
3193,Reopened restaurants (x3),closure,35,NM,New Mexico,2021,03,24,0.0,False
3194,Reopened restaurants (x3),closure,36,NY,New York,,,,0.0,False
3195,Reopened restaurants (x3),closure,37,NC,North Carolina,,,,0.0,False
3196,Reopened restaurants (x3),closure,38,ND,North Dakota,,,,0.0,False
3197,Reopened restaurants (x3),closure,39,OH,Ohio,,,,0.0,False
3198,Reopened restaurants (x3),closure,40,OK,Oklahoma,,,,0.0,False
3199,Reopened restaurants (x3),closure,41,OR,Oregon,,,,0.0,False
3200,Reopened restaurants (x3),closure,42,PA,Pennsylvania,,,,0.0,False
3201,Reopened restaurants (x3),closure,44,RI,Rhode Island,,,,0.0,False
3202,Reopened restaurants (x3),closure,45,SC,South Carolina,,,,0.0,False
3203,Reopened restaurants (x3),closure,46,SD,South Dakota,,,,0.0,False
3204,Reopened restaurants (x3),closure,47,TN,Tennessee,,,,0.0,False
3205,Reopened restaurants (x3),closure,48,TX,Texas,,,,0.0,False
3206,Reopened restaurants (x3),closure,49,UT,Utah,,,,0.0,False
3207,Reopened restaurants (x3),closure,50,VT,Vermont,,,,0.0,False
3208,Reopened restaurants (x3),closure,51,VA,Virginia,,,,0.0,False
3209,Reopened restaurants (x3),closure,53,WA,Washington,,,,0.0,False
3210,Reopened restaurants (x3),closure,54,WV,West Virginia,,,,0.0,False
3211,Reopened restaurants (x3),closure,55,WI,Wisconsin,,,,0.0,False
3212,Reopened restaurants (x3),closure,56,WY,Wyoming,,,,0.0,False
8313,Report COVID-19 breakthrough cases,,1,AL,Alabama,,,,,False
8314,Report COVID-19 breakthrough cases,,2,AK,Alaska,,,,,False
8315,Report COVID-19 breakthrough cases,,4,AZ,Arizona,,,,,False
8316,Report COVID-19 breakthrough cases,,5,AR,Arkansas,,,,,False
8317,Report COVID-19 breakthrough cases,,6,CA,California,,,,,False
8318,Report COVID-19 breakthrough cases,,8,CO,Colorado,,,,,False
8319,Report COVID-19 breakthrough cases,,9,CT,Connecticut,,,,,False
8320,Report COVID-19 breakthrough cases,,10,DE,Delaware,,,,,False
8321,Report COVID-19 breakthrough cases,,11,DC,District of Columbia,,,,,False
8322,Report COVID-19 breakthrough cases,,12,FL,Florida,,,,,False
8323,Report COVID-19 breakthrough cases,,13,GA,Georgia,,,,,False
8324,Report COVID-19 breakthrough cases,,15,HI,Hawaii,,,,,False
8325,Report COVID-19 breakthrough cases,,16,ID,Idaho,,,,,False
8326,Report COVID-19 breakthrough cases,,17,IL,Illinois,,,,,False
8327,Report COVID-19 breakthrough cases,,18,IN,Indiana,,,,,False
8328,Report COVID-19 breakthrough cases,,19,IA,Iowa,,,,,False
8329,Report COVID-19 breakthrough cases,,20,KS,Kansas,,,,,False
8330,Report COVID-19 breakthrough cases,,21,KY,Kentucky,,,,,False
8331,Report COVID-19 breakthrough cases,,22,LA,Louisiana,,,,,False
8332,Report COVID-19 breakthrough cases,,23,ME,Maine,,,,,False
8333,Report COVID-19 breakthrough cases,,24,MD,Maryland,,,,,False
8334,Report COVID-19 breakthrough cases,,25,MA,Massachusetts,,,,,False
8335,Report COVID-19 breakthrough cases,,26,MI,Michigan,,,,,False
8336,Report COVID-19 breakthrough cases,,27,MN,Minnesota,,,,,False
8337,Report COVID-19 breakthrough cases,,28,MS,Mississippi,,,,,False
8338,Report COVID-19 breakthrough cases,,29,MO,Missouri,,,,,False
8339,Report COVID-19 breakthrough cases,,30,MT,Montana,,,,,False
8340,Report COVID-19 breakthrough cases,,31,NE,Nebraska,,,,,False
8341,Report COVID-19 breakthrough cases,,32,NV,Nevada,,,,,False
8342,Report COVID-19 breakthrough cases,,33,NH,New Hampshire,,,,,False
8343,Report COVID-19 breakthrough cases,,34,NJ,New Jersey,,,,,False
8344,Report COVID-19 breakthrough cases,,35,NM,New Mexico,,,,,False
8345,Report COVID-19 breakthrough cases,,36,NY,New York,,,,,False
8346,Report COVID-19 breakthrough cases,,37,NC,North Carolina,,,,,False
8347,Report COVID-19 breakthrough cases,,38,ND,North Dakota,,,,,False
8348,Report COVID-19 breakthrough cases,,39,OH,Ohio,,,,,False
8349,Report COVID-19 breakthrough cases,,40,OK,Oklahoma,,,,,False
8350,Report COVID-19 breakthrough cases,,41,OR,Oregon,,,,,False
8351,Report COVID-19 breakthrough cases,,42,PA,Pennsylvania,,,,,False
8352,Report COVID-19 breakthrough cases,,44,RI,Rhode Island,,,,,False
8353,Report COVID-19 breakthrough cases,,45,SC,South Carolina,,,,,False
8354,Report COVID-19 breakthrough cases,,46,SD,South Dakota,,,,,False
8355,Report COVID-19 breakthrough cases,,47,TN,Tennessee,,,,,False
8356,Report COVID-19 breakthrough cases,,48,TX,Texas,,,,,False
8357,Report COVID-19 breakthrough cases,,49,UT,Utah,,,,,False
8358,Report COVID-19 breakthrough cases,,50,VT,Vermont,,,,,False
8359,Report COVID-19 breakthrough cases,,51,VA,Virginia,,,,,False
8360,Report COVID-19 breakthrough cases,,53,WA,Washington,,,,,False
8361,Report COVID-19 breakthrough cases,,54,WV,West Virginia,,,,,False
8362,Report COVID-19 breakthrough cases,,55,WI,Wisconsin,,,,,False
8363,Report COVID-19 breakthrough cases,,56,WY,Wyoming,,,,,False
8619,Report COVID-19 breakthrough cases by race/ethnicity,,1,AL,Alabama,,,,,False
8620,Report COVID-19 breakthrough cases by race/ethnicity,,2,AK,Alaska,,,,,False
8621,Report COVID-19 breakthrough cases by race/ethnicity,,4,AZ,Arizona,,,,,False
8622,Report COVID-19 breakthrough cases by race/ethnicity,,5,AR,Arkansas,,,,,False
8623,Report COVID-19 breakthrough cases by race/ethnicity,,6,CA,California,,,,,False
8624,Report COVID-19 breakthrough cases by race/ethnicity,,8,CO,Colorado,,,,,False
8625,Report COVID-19 breakthrough cases by race/ethnicity,,9,CT,Connecticut,,,,,False
8626,Report COVID-19 breakthrough cases by race/ethnicity,,10,DE,Delaware,,,,,False
8627,Report COVID-19 breakthrough cases by race/ethnicity,,11,DC,District of Columbia,,,,,False
8628,Report COVID-19 breakthrough cases by race/ethnicity,,12,FL,Florida,,,,,False
8629,Report COVID-19 breakthrough cases by race/ethnicity,,13,GA,Georgia,,,,,False
8630,Report COVID-19 breakthrough cases by race/ethnicity,,15,HI,Hawaii,,,,,False
8631,Report COVID-19 breakthrough cases by race/ethnicity,,16,ID,Idaho,,,,,False
8632,Report COVID-19 breakthrough cases by race/ethnicity,,17,IL,Illinois,,,,,False
8633,Report COVID-19 breakthrough cases by race/ethnicity,,18,IN,Indiana,,,,,False
8634,Report COVID-19 breakthrough cases by race/ethnicity,,19,IA,Iowa,,,,,False
8635,Report COVID-19 breakthrough cases by race/ethnicity,,20,KS,Kansas,,,,,False
8636,Report COVID-19 breakthrough cases by race/ethnicity,,21,KY,Kentucky,,,,,False
8637,Report COVID-19 breakthrough cases by race/ethnicity,,22,LA,Louisiana,,,,,False
8638,Report COVID-19 breakthrough cases by race/ethnicity,,23,ME,Maine,,,,,False
8639,Report COVID-19 breakthrough cases by race/ethnicity,,24,MD,Maryland,,,,,False
8640,Report COVID-19 breakthrough cases by race/ethnicity,,25,MA,Massachusetts,,,,,False
8641,Report COVID-19 breakthrough cases by race/ethnicity,,26,MI,Michigan,,,,,False
8642,Report COVID-19 breakthrough cases by race/ethnicity,,27,MN,Minnesota,,,,,False
8643,Report COVID-19 breakthrough cases by race/ethnicity,,28,MS,Mississippi,,,,,False
